timestamp,temperature,pressure,humidity
2023-01-01 00:00:00,20.496714153011233,1024.8523550950633,52.798710873172006
2023-01-01 01:00:00,19.961729032295484,1026.8174444242013,52.22422830454622
2023-01-01 02:00:00,20.84763520903386,1020.1973098111904,50.868948278900525
2023-01-01 03:00:00,21.822849888805248,1024.113441077331,49.83007205367999
2023-01-01 04:00:00,20.165420095122528,1021.6765008687676,52.8939478769296
2023-01-01 05:00:00,20.265030126284962,1021.9910470994762,52.657091771621914
2023-01-01 06:00:00,22.17777385195199,1021.7652538043025,54.03195842715945
2023-01-01 07:00:00,21.46515030237409,1021.2040400627149,53.88196566726788
2023-01-01 08:00:00,20.32711664713628,1023.0082859762314,55.07914539256459
2023-01-01 09:00:00,21.437707910715087,1021.2258105465384,52.27612500885505
2023-01-01 10:00:00,20.52992896116284,1023.4023459671889,56.345847520086494
2023-01-01 11:00:00,20.62541836183409,1022.7319384096543,54.46840326372649
2023-01-01 12:00:00,21.430475403701706,1022.3227696846795,58.58332484517062
2023-01-01 13:00:00,19.372122514802978,1020.9510672600466,53.41125615167588
2023-01-01 14:00:00,19.656860410307537,1021.5754679596779,58.615394718162264
2023-01-01 15:00:00,20.915313504065725,1024.199906668758,55.889909503216
2023-01-01 16:00:00,20.56000168274616,1023.6483808275544,54.538439127400856
2023-01-01 17:00:00,21.981682793299345,1020.646178663698,55.21704005804273
2023-01-01 18:00:00,20.85334709085424,1022.7520295021145,55.88378839527981
2023-01-01 19:00:00,20.442298645729622,1024.0055612249187,57.70840860048816
2023-01-01 20:00:00,23.412740480464805,1019.1107589009046,58.237054055134045
2023-01-01 21:00:00,21.813025964811313,1023.4804475132336,56.37079506222981
2023-01-01 22:00:00,22.197225530017924,1021.0100279676632,57.79159924943792
2023-01-01 23:00:00,20.794992348614144,1023.4154281077687,62.44206257747837
2023-01-02 00:00:00,21.764513153182232,1020.6840916269438,61.92472344112696
2023-01-02 01:00:00,22.50805028273088,1018.5346664646092,59.649106433454996
2023-01-02 02:00:00,21.333407111796383,1018.8206264552505,59.15380304237699
2023-01-02 03:00:00,22.946377976611238,1022.1006409168496,59.613522404352025
2023-01-02 04:00:00,22.05529229968561,1022.4501745354272,60.8903012540262
2023-01-02 05:00:00,22.44842593416609,1020.0458740894541,57.90144650955344
2023-01-02 06:00:00,22.22150575474578,1023.0530105364585,59.709828325503324
2023-01-02 07:00:00,24.75745398719546,1018.3716661006964,57.15857298244387
2023-01-02 08:00:00,22.972479982074027,1021.4790120940035,61.5587876087034
2023-01-02 09:00:00,22.00787333091127,1019.1032128210701,62.31260861310416
2023-01-02 10:00:00,23.966510032195533,1020.1332784654325,60.30283315250564
2023-01-02 11:00:00,22.000244786217433,1021.4411099409493,64.66112606012047
2023-01-02 12:00:00,23.50578695486212,1019.532529418529,59.298372318407566
2023-01-02 13:00:00,21.41176943426095,1020.388996065556,59.05056168756257
2023-01-02 14:00:00,22.116421176654327,1023.0731776889437,62.650136208960554
2023-01-02 15:00:00,23.713258331871174,1019.8070542464443,64.50972492773317
2023-01-02 16:00:00,24.325247034493025,1022.5302568318998,65.98992015503418
2023-01-02 17:00:00,23.82709742982445,1018.4953105510967,61.90294431637353
2023-01-02 18:00:00,23.607567317466057,1021.7080302286755,65.16871005077284
2023-01-02 19:00:00,23.488109118887095,1023.4231322141414,63.11683531750542
2023-01-02 20:00:00,22.37517240412742,1015.4861846779859,63.02285580103989
2023-01-02 21:00:00,23.19679033974271,1018.7230981777973,65.30133378645976
2023-01-02 22:00:00,23.517369329222046,1021.3564155315643,64.99610486073466
2023-01-02 23:00:00,25.094912728244488,1019.6795625089824,60.687563266097
2023-01-03 00:00:00,24.43957613107345,1020.7093588402142,66.93366698896018
2023-01-03 01:00:00,22.389446697097117,1018.6385752808266,66.87227029590298
2023-01-03 02:00:00,24.531438893434277,1019.8973020157764,62.98364388731473
2023-01-03 03:00:00,23.875457829330497,1019.2884769880657,65.14016179248961
2023-01-03 04:00:00,23.635099135910735,1021.8092713561091,65.44143315382337
2023-01-03 05:00:00,24.9734537005658,1019.8546264829483,65.07050548103813
2023-01-03 06:00:00,25.440788556920687,1019.891305006857,63.53524005970904
2023-01-03 07:00:00,25.387316919423377,1018.2609339824355,63.37014911947123
2023-01-03 08:00:00,23.661284687659887,1017.9763735465463,64.730637807844
2023-01-03 09:00:00,24.233955104728203,1017.9517145189997,67.18631597277316
2023-01-03 10:00:00,24.915278975262396,1019.4693643303855,65.97789517475269
2023-01-03 11:00:00,25.59857518916246,1017.7005423659355,64.18999693312307
2023-01-03 12:00:00,24.18102119199084,1018.9825727724742,66.5058222203575
2023-01-03 13:00:00,24.50983780493152,1022.4128355820806,59.28718773111473
2023-01-03 14:00:00,23.622585023241665,1019.8618326754892,67.29428786358456
2023-01-03 15:00:00,23.56424508387191,1017.3236634145816,61.52043991112584
2023-01-03 16:00:00,25.60260512384032,1020.2328834237306,64.26872216281632
2023-01-03 17:00:00,26.17403095565679,1016.8677081716884,62.738630318845196
2023-01-03 18:00:00,24.771565379010994,1013.4597121439,62.36361247536698
2023-01-03 19:00:00,25.87095560636862,1015.3706309288852,67.24028919737573
