timestamp,value,label
2023-01-01 00:00:00,0.4967141530112327,0
2023-01-01 01:00:00,-0.03826596782951801,0
2023-01-01 02:00:00,0.8476752050340233,0
2023-01-01 03:00:00,1.822984858432982,0
2023-01-01 04:00:00,0.16573996714300565,0
2023-01-01 05:00:00,0.2656547357576028,0
2023-01-01 06:00:00,2.1788528803018377,0
2023-01-01 07:00:00,1.4668632025282364,0
2023-01-01 08:00:00,0.3296725537567749,0
2023-01-01 09:00:00,1.4413455355660751,0
2023-01-01 10:00:00,0.5349164736558193,0
2023-01-01 11:00:00,0.6320532548014912,0
2023-01-01 12:00:00,1.4390843444552277,0
2023-01-01 13:00:00,-0.6169388184608493,0
2023-01-01 14:00:00,-0.3294866860706678,0
2023-01-01 15:00:00,0.9320937954950194,0
2023-01-01 16:00:00,0.580350945808036,0
2023-01-01 17:00:00,2.006070823265234,0
2023-01-01 18:00:00,0.8822716587370308,0
2023-01-01 19:00:00,0.4762852484297142,0
2023-01-01 20:00:00,3.452342076872166,0
2023-01-01 21:00:00,1.8588226979744598,0
2023-01-01 22:00:00,2.249824435496617,0
2023-01-01 23:00:00,0.8550270491384273,0
2023-01-02 00:00:00,1.8326435397461633,0
2023-01-02 01:00:00,2.5849621822550954,0
2023-01-02 02:00:00,1.4198119414992483,0
2023-01-02 03:00:00,3.0430123852339834,0
2023-01-02 04:00:00,2.1629177957223327,0
2023-01-02 05:00:00,2.5678285012550788,0
2023-01-02 06:00:00,2.3534954543839985,0
2023-01-02 07:00:00,4.902864548943373,0
2023-01-02 08:00:00,3.1321683814232433,0
2023-01-02 09:00:00,2.1827193549927832,0
2023-01-02 10:00:00,4.157415833511333,0
2023-01-02 11:00:00,2.2081344245834913,0
2023-01-02 12:00:00,3.7316059277556546,0
2023-01-02 13:00:00,1.6564841957698444,0
2023-01-02 14:00:00,2.3810186452313964,0
2023-01-02 15:00:00,3.9987453871007377,0
2023-01-02 16:00:00,4.632650003081916,0
2023-01-02 17:00:00,4.157461561034199,0
2023-01-02 18:00:00,3.961956248207461,0
2023-01-02 19:00:00,3.867604328702819,0
2023-01-02 20:00:00,2.780872660292569,0
2023-01-02 21:00:00,3.6298111327175935,0
2023-01-02 22:00:00,3.9788422986954104,0
2023-01-02 23:00:00,5.585985080009598,0
2023-01-03 00:00:00,4.961410044983289,0
2023-01-03 01:00:00,2.9432187263488463,0
2023-01-03 02:00:00,5.1183393554368255,0
2023-01-03 03:00:00,4.496690188412758,0
2023-01-03 04:00:00,4.291879378131409,0
2023-01-03 05:00:00,5.667009700889337,0
2023-01-03 06:00:00,6.1723594390270815,0
2023-01-03 07:00:00,6.158152408422791,0
2023-01-03 08:00:00,4.472644455986195,0
2023-01-03 09:00:00,5.087108111488477,0
2023-01-03 10:00:00,5.8115027993223,0
2023-01-03 11:00:00,6.5391553562501965,0
2023-01-03 12:00:00,5.167250496105064,0
2023-01-03 13:00:00,5.543015624340995,0
2023-01-03 14:00:00,4.704016631367023,0
2023-01-03 15:00:00,4.695240955342024,0
2023-01-03 16:00:00,6.784480236018119,0
2023-01-03 17:00:00,7.408104085931218,0
2023-01-03 18:00:00,6.059158398154004,0
2023-01-03 19:00:00,7.213392768257622,0
2023-01-03 20:00:00,6.64956626523232,0
2023-01-03 21:00:00,5.720252067614554,0
2023-01-03 22:00:00,6.803572477885324,0
2023-01-03 23:00:00,8.056374276681336,0
2023-01-04 00:00:00,6.55802068060478,0
2023-01-04 01:00:00,8.233340005850986,0
2023-01-04 02:00:00,4.123134012191706,0
2023-01-04 03:00:00,7.638290104608565,0
2023-01-04 04:00:00,6.9762615193436845,0
2023-01-04 05:00:00,6.6623450358077,0
2023-01-04 06:00:00,7.124554968539605,0
2023-01-04 07:00:00,5.115963809575186,0
2023-01-04 08:00:00,6.953889021157716,0
2023-01-04 09:00:00,7.599984315213172,0
2023-01-04 10:00:00,8.789352342010474,0
2023-01-04 11:00:00,6.86104349282598,0
2023-01-04 12:00:00,6.637937596815406,0
2023-01-04 13:00:00,7.011047007818391,0
2023-01-04 14:00:00,8.493827746654844,0
2023-01-04 15:00:00,7.972040479914735,0
2023-01-04 16:00:00,7.177628585222655,0
2023-01-04 17:00:00,8.283984908381594,0
2023-01-04 18:00:00,7.930346645622874,0
2023-01-04 19:00:00,8.863682387432394,0
2023-01-04 20:00:00,7.2539631064863075,0
2023-01-04 21:00:00,7.688537262240003,0
2023-01-04 22:00:00,7.683472850918983,0
2023-01-04 23:00:00,6.670640099761618,0
2023-01-05 00:00:00,8.488035960074559,0
2023-01-05 01:00:00,8.50991240556439,0
2023-01-05 02:00:00,8.310087161562166,0
2023-01-05 03:00:00,8.125672652630058,0
2023-01-05 04:00:00,6.999339106028551,0
2023-01-05 05:00:00,8.047673123414793,0
2023-01-05 06:00:00,8.178365702966861,0
2023-01-05 07:00:00,7.770712622664414,0
2023-01-05 08:00:00,8.462756560767374,0
2023-01-05 09:00:00,9.07828311275471,0
2023-01-05 10:00:00,10.609740724660393,0
2023-01-05 11:00:00,8.946582855578654,0
2023-01-05 12:00:00,9.07712845957224,0
2023-01-05 13:00:00,8.791823228728704,0
2023-01-05 14:00:00,6.993302385315313,0
2023-01-05 15:00:00,8.93047298135126,0
2023-01-05 16:00:00,9.061234631706078,0
2023-01-05 17:00:00,11.507364006273544,0
2023-01-05 18:00:00,8.893973996377708,0
2023-01-05 19:00:00,9.429186744938823,0
2023-01-05 20:00:00,9.133319318012425,0
2023-01-05 21:00:00,8.038827939741825,0
2023-01-05 22:00:00,10.388882938595223,0
2023-01-05 23:00:00,10.03562270517844,0
2023-01-06 00:00:00,10.111422806715309,0
2023-01-06 01:00:00,8.44677256073912,0
2023-01-06 02:00:00,10.793787874126775,0
2023-01-06 03:00:00,8.023036956524694,0
2023-01-06 04:00:00,10.04469708829566,0
2023-01-06 05:00:00,11.680301819365841,0
2023-01-06 06:00:00,8.530367090774469,0
2023-01-06 07:00:00,8.984710826244152,0
2023-01-06 08:00:00,9.67980996797989,0
2023-01-06 09:00:00,9.104874987944527,0
2023-01-06 10:00:00,8.084918423105798,0
2023-01-06 11:00:00,9.730412490933368,0
2023-01-06 12:00:00,8.624847287456546,0
2023-01-06 13:00:00,10.185076209845628,0
